year,county,fuel_type,make,model,num_vehicle
2012,Tulare,Electric,NISSAN,LEAF,11
2012,Tulare,Electric,TESLA,Model S,3
2012,Tulare,PHEV,CHEVROLET,VOLT,3
2012,Tulare,PHEV,Toyota,Prius Plug-in Hybrid,12
2012,Tuolumne,Electric,NISSAN,LEAF,1
2012,Tuolumne,PHEV,Toyota,Prius Plug-in Hybrid,1
2012,Ventura,Electric,BMW,ActiveE,27
2012,Ventura,Electric,FORD,Focus,6
2012,Ventura,Electric,HONDA,Fit EV,1
2012,Ventura,Electric,NISSAN,LEAF,51
2012,Ventura,Electric,TESLA,Model S,7
2012,Ventura,Electric,Toyota,RAV4 EV,2
2012,Ventura,PHEV,CHEVROLET,VOLT,244
2012,Ventura,PHEV,Fisker,Karma,6
2012,Ventura,PHEV,Toyota,Prius Plug-in Hybrid,91
2012,Yolo,Electric,BMW,ActiveE,4
2012,Yolo,Electric,FORD,Focus,1
2012,Yolo,Electric,HONDA,Fit EV,1
2012,Yolo,Electric,Mitsubishi,i-MiEV,2
2012,Yolo,Electric,NISSAN,LEAF,18
2012,Yolo,Electric,Toyota,RAV4 EV,1
2012,Yolo,PHEV,CHEVROLET,VOLT,23
2012,Yolo,PHEV,FORD,C-MAX Energi,1
2012,Yolo,PHEV,Toyota,Prius Plug-in Hybrid,25
2012,Yuba,Electric,FORD,Focus,2
2012,Yuba,Electric,NISSAN,LEAF,2
2012,Yuba,PHEV,CHEVROLET,VOLT,2
2012,Yuba,PHEV,Toyota,Prius Plug-in Hybrid,2
2013,Alameda,Electric,BMW,ActiveE,1
2013,Alameda,Electric,CHEVROLET,Spark EV,25
2013,Alameda,Electric,FIAT,500e,101
2013,Alameda,Electric,FORD,Focus,57
2013,Alameda,Electric,HONDA,Fit EV,19
2013,Alameda,Electric,Mitsubishi,i-MiEV,2
2013,Alameda,Electric,NISSAN,LEAF,1007
2013,Alameda,Electric,Smart,fortwo electric drive,27
2013,Alameda,Electric,TESLA,Model S,479
2013,Alameda,Electric,Toyota,RAV4 EV,77
2013,Alameda,PHEV,CHEVROLET,VOLT,478
2013,Alameda,PHEV,FORD,C-MAX Energi,151
2013,Alameda,PHEV,FORD,Fusion Energi,98
2013,Alameda,PHEV,HONDA,Accord Plug-In,27
2013,Alameda,PHEV,Toyota,Prius Plug-in Hybrid,394
2013,Alpine,Electric,Smart,fortwo electric drive,1
2013,Alpine,PHEV,CHEVROLET,VOLT,3
2013,Amador,Electric,NISSAN,LEAF,1
2013,Amador,Electric,TESLA,Model S,1
2013,Amador,Electric,Toyota,RAV4 EV,1
2013,Amador,PHEV,CHEVROLET,VOLT,4
2013,Amador,PHEV,FORD,Fusion Energi,1
2013,Butte,Electric,FORD,Focus,1
2013,Butte,Electric,NISSAN,LEAF,11
2013,Butte,Electric,Smart,fortwo electric drive,1
2013,Butte,Electric,TESLA,Model S,6
2013,Butte,Electric,Toyota,RAV4 EV,2
2013,Butte,PHEV,CHEVROLET,VOLT,8
2013,Butte,PHEV,FORD,C-MAX Energi,4
2013,Butte,PHEV,FORD,Fusion Energi,1
2013,Butte,PHEV,Toyota,Prius Plug-in Hybrid,5
2013,Calaveras,Electric,NISSAN,LEAF,3
2013,Calaveras,Electric,TESLA,Model S,5
2013,Calaveras,Electric,Toyota,RAV4 EV,2
2013,Calaveras,PHEV,CHEVROLET,VOLT,2
2013,Calaveras,PHEV,FORD,C-MAX Energi,2
2013,Calaveras,PHEV,FORD,Fusion Energi,3
2013,Calaveras,PHEV,Toyota,Prius Plug-in Hybrid,1
2013,Contra Costa,Electric,CHEVROLET,Spark EV,19
2013,Contra Costa,Electric,FIAT,500e,30
2013,Contra Costa,Electric,FORD,Focus,23
2013,Contra Costa,Electric,HONDA,Fit EV,12
2013,Contra Costa,Electric,Mitsubishi,i-MiEV,2
2013,Contra Costa,Electric,NISSAN,LEAF,299
2013,Contra Costa,Electric,Smart,fortwo electric drive,9
2013,Contra Costa,Electric,TESLA,Model S,300
2013,Contra Costa,Electric,Toyota,RAV4 EV,46
2013,Contra Costa,PHEV,CHEVROLET,VOLT,288
2013,Contra Costa,PHEV,Fisker,Karma,3
2013,Contra Costa,PHEV,FORD,C-MAX Energi,105
2013,Contra Costa,PHEV,FORD,Fusion Energi,122
2013,Contra Costa,PHEV,HONDA,Accord Plug-In,13
2013,Contra Costa,PHEV,Toyota,Prius Plug-in Hybrid,226
2013,Del Norte,Electric,NISSAN,LEAF,1
2013,Del Norte,PHEV,CHEVROLET,VOLT,1
2013,Del Norte,PHEV,Toyota,Prius Plug-in Hybrid,1
2013,El Dorado,Electric,CHEVROLET,Spark EV,2
2013,El Dorado,Electric,FIAT,500e,8
2013,El Dorado,Electric,FORD,Focus,1
2013,El Dorado,Electric,HONDA,Fit EV,3
2013,El Dorado,Electric,Mitsubishi,i-MiEV,1
2013,El Dorado,Electric,NISSAN,LEAF,29
2013,El Dorado,Electric,TESLA,Model S,46
2013,El Dorado,Electric,Toyota,RAV4 EV,4
2013,El Dorado,PHEV,CHEVROLET,VOLT,31
2013,El Dorado,PHEV,FORD,C-MAX Energi,10
2013,El Dorado,PHEV,FORD,Fusion Energi,15
2013,El Dorado,PHEV,HONDA,Accord Plug-In,2
2013,El Dorado,PHEV,Toyota,Prius Plug-in Hybrid,23
2013,Fresno,Electric,CHEVROLET,Spark EV,1
2013,Fresno,Electric,FIAT,500e,13
2013,Fresno,Electric,FORD,Focus,3
2013,Fresno,Electric,Mitsubishi,i-MiEV,14
2013,Fresno,Electric,NISSAN,LEAF,36
2013,Fresno,Electric,Smart,fortwo electric drive,1
2013,Fresno,Electric,TESLA,Model S,17
2013,Fresno,PHEV,CHEVROLET,VOLT,26
2013,Fresno,PHEV,FORD,C-MAX Energi,4
2013,Fresno,PHEV,FORD,Fusion Energi,8
2013,Fresno,PHEV,HONDA,Accord Plug-In,3
2013,Fresno,PHEV,Toyota,Prius Plug-in Hybrid,20
2013,Glenn,PHEV,CHEVROLET,VOLT,1
2013,Glenn,PHEV,FORD,C-MAX Energi,1
2013,Humboldt,Electric,FORD,Focus,1
2013,Humboldt,Electric,HONDA,Fit EV,1
2013,Humboldt,Electric,NISSAN,LEAF,7
2013,Humboldt,Electric,Smart,fortwo electric drive,1
2013,Humboldt,Electric,TESLA,Model S,4
2013,Humboldt,PHEV,CHEVROLET,VOLT,10
2013,Humboldt,PHEV,FORD,C-MAX Energi,4
2013,Humboldt,PHEV,FORD,Fusion Energi,1
2013,Humboldt,PHEV,Toyota,Prius Plug-in Hybrid,6
2013,Imperial,Electric,Mitsubishi,i-MiEV,1
2013,Imperial,Electric,TESLA,Model S,3
2013,Imperial,PHEV,CHEVROLET,VOLT,3
2013,Imperial,PHEV,FORD,C-MAX Energi,1
2013,Imperial,PHEV,FORD,Fusion Energi,1
2013,Imperial,PHEV,Toyota,Prius Plug-in Hybrid,3
2013,Inyo,PHEV,CHEVROLET,VOLT,1
2013,Inyo,PHEV,Toyota,Prius Plug-in Hybrid,1
2013,Kern,Electric,FIAT,500e,23
2013,Kern,Electric,HONDA,Fit EV,3
2013,Kern,Electric,Mitsubishi,i-MiEV,5
2013,Kern,Electric,NISSAN,LEAF,20
2013,Kern,Electric,Smart,fortwo electric drive,2
2013,Kern,Electric,TESLA,Model S,22
2013,Kern,PHEV,CHEVROLET,VOLT,30
2013,Kern,PHEV,FORD,C-MAX Energi,10
2013,Kern,PHEV,FORD,Fusion Energi,12
2013,Kern,PHEV,HONDA,Accord Plug-In,2
2013,Kern,PHEV,Toyota,Prius Plug-in Hybrid,16
2013,Kings,Electric,FIAT,500e,2
2013,Kings,Electric,NISSAN,LEAF,1
2013,Kings,Electric,TESLA,Model S,2
2013,Kings,Electric,Toyota,RAV4 EV,1
2013,Kings,PHEV,CHEVROLET,VOLT,1
2013,Kings,PHEV,FORD,Fusion Energi,1
2013,Kings,PHEV,Toyota,Prius Plug-in Hybrid,5
2013,Lake,Electric,FIAT,500e,1
2013,Lake,Electric,NISSAN,LEAF,4
2013,Lake,PHEV,CHEVROLET,VOLT,7
2013,Lake,PHEV,Toyota,Prius Plug-in Hybrid,5
2013,Los Angeles,Electric,BMW,ActiveE,1
2013,Los Angeles,Electric,CHEVROLET,Spark EV,110
2013,Los Angeles,Electric,FIAT,500e,460
2013,Los Angeles,Electric,FORD,Focus,168
2013,Los Angeles,Electric,FORD,Transit Connect Electric,11
2013,Los Angeles,Electric,HONDA,Fit EV,81
2013,Los Angeles,Electric,Mitsubishi,i-MiEV,24
2013,Los Angeles,Electric,NISSAN,LEAF,1378
2013,Los Angeles,Electric,Scion,iQ EV,66
2013,Los Angeles,Electric,Smart,fortwo electric drive,90
2013,Los Angeles,Electric,TESLA,Model S,2439
2013,Los Angeles,Electric,Toyota,RAV4 EV,328
2013,Los Angeles,PHEV,CHEVROLET,VOLT,3033
2013,Los Angeles,PHEV,Fisker,Karma,11
2013,Los Angeles,PHEV,FORD,C-MAX Energi,505
2013,Los Angeles,PHEV,FORD,Fusion Energi,475
2013,Los Angeles,PHEV,HONDA,Accord Plug-In,74
2013,Los Angeles,PHEV,Toyota,Prius Plug-in Hybrid,1754
2013,Los Angeles,Hydrogen,HONDA,FCX Clarity,5
2013,Madera,Electric,FIAT,500e,1
2013,Madera,Electric,Mitsubishi,i-MiEV,1
2013,Madera,Electric,NISSAN,LEAF,2
2013,Madera,Electric,TESLA,Model S,3
2013,Madera,PHEV,CHEVROLET,VOLT,2
2013,Madera,PHEV,FORD,C-MAX Energi,1
2013,Madera,PHEV,FORD,Fusion Energi,1
2013,Madera,PHEV,Toyota,Prius Plug-in Hybrid,5
2013,Marin,Electric,BMW,ActiveE,1
2013,Marin,Electric,CHEVROLET,Spark EV,2
2013,Marin,Electric,FIAT,500e,49
2013,Marin,Electric,FORD,Focus,13
2013,Marin,Electric,HONDA,Fit EV,4
2013,Marin,Electric,Mitsubishi,i-MiEV,5
2013,Marin,Electric,NISSAN,LEAF,119
2013,Marin,Electric,Smart,fortwo electric drive,13
2013,Marin,Electric,TESLA,Model S,225
2013,Marin,Electric,Toyota,RAV4 EV,26
2013,Marin,PHEV,CHEVROLET,VOLT,110
2013,Marin,PHEV,FORD,C-MAX Energi,33
2013,Marin,PHEV,FORD,Fusion Energi,30
2013,Marin,PHEV,HONDA,Accord Plug-In,7
2013,Marin,PHEV,Toyota,Prius Plug-in Hybrid,68
2013,Mariposa,Electric,TESLA,Model S,2
2013,Mariposa,PHEV,FORD,Fusion Energi,1
2013,Mariposa,PHEV,Toyota,Prius Plug-in Hybrid,1
2013,Mendocino,Electric,CHEVROLET,Spark EV,2
2013,Mendocino,Electric,FORD,Focus,1
2013,Mendocino,Electric,NISSAN,LEAF,6
2013,Mendocino,Electric,TESLA,Model S,1
2013,Mendocino,Electric,Toyota,RAV4 EV,1
2013,Mendocino,PHEV,CHEVROLET,VOLT,8
2013,Mendocino,PHEV,FORD,C-MAX Energi,2
2013,Mendocino,PHEV,HONDA,Accord Plug-In,1
2013,Mendocino,PHEV,Toyota,Prius Plug-in Hybrid,10
2013,Merced,Electric,CHEVROLET,Spark EV,1
2013,Merced,Electric,FIAT,500e,1
2013,Merced,Electric,NISSAN,LEAF,2
2013,Merced,Electric,TESLA,Model S,6
2013,Merced,PHEV,CHEVROLET,VOLT,4
2013,Merced,PHEV,FORD,C-MAX Energi,2
2013,Merced,PHEV,FORD,Fusion Energi,6
2013,Merced,PHEV,Toyota,Prius Plug-in Hybrid,7
2013,Mono,PHEV,CHEVROLET,VOLT,1
2013,Monterey,Electric,FIAT,500e,6
2013,Monterey,Electric,HONDA,Fit EV,1
2013,Monterey,Electric,NISSAN,LEAF,25
2013,Monterey,Electric,Smart,fortwo electric drive,1
2013,Monterey,Electric,TESLA,Model S,53
2013,Monterey,Electric,Toyota,RAV4 EV,2
2013,Monterey,PHEV,CHEVROLET,VOLT,27
2013,Monterey,PHEV,FORD,C-MAX Energi,8
2013,Monterey,PHEV,FORD,Fusion Energi,11
2013,Monterey,PHEV,HONDA,Accord Plug-In,2
2013,Monterey,PHEV,Toyota,Prius Plug-in Hybrid,35
2013,Napa,Electric,CHEVROLET,Spark EV,1
2013,Napa,Electric,FIAT,500e,6
2013,Napa,Electric,NISSAN,LEAF,18
2013,Napa,Electric,TESLA,Model S,52
2013,Napa,Electric,Toyota,RAV4 EV,3
2013,Napa,PHEV,CHEVROLET,VOLT,27
2013,Napa,PHEV,FORD,C-MAX Energi,13
2013,Napa,PHEV,FORD,Fusion Energi,10
2013,Napa,PHEV,HONDA,Accord Plug-In,2
2013,Napa,PHEV,Toyota,Prius Plug-in Hybrid,17
2013,Nevada,Electric,CHEVROLET,Spark EV,1
2013,Nevada,Electric,FIAT,500e,2
2013,Nevada,Electric,FORD,Focus,1
2013,Nevada,Electric,NISSAN,LEAF,11
2013,Nevada,Electric,TESLA,Model S,8
2013,Nevada,PHEV,CHEVROLET,VOLT,7
2013,Nevada,PHEV,FORD,Fusion Energi,5
2013,Nevada,PHEV,Toyota,Prius Plug-in Hybrid,3
2013,Orange,Electric,BMW,ActiveE,1
2013,Orange,Electric,CHEVROLET,Spark EV,40
2013,Orange,Electric,FIAT,500e,100
2013,Orange,Electric,FORD,Focus,63
2013,Orange,Electric,HONDA,Fit EV,33
2013,Orange,Electric,Mitsubishi,i-MiEV,6
2013,Orange,Electric,NISSAN,LEAF,672
2013,Orange,Electric,Smart,fortwo electric drive,59
2013,Orange,Electric,TESLA,Model S,1093
2013,Orange,Electric,Toyota,RAV4 EV,110
2013,Orange,PHEV,CHEVROLET,VOLT,1032
2013,Orange,PHEV,Fisker,Karma,5
2013,Orange,PHEV,FORD,C-MAX Energi,279
2013,Orange,PHEV,FORD,Fusion Energi,291
2013,Orange,PHEV,HONDA,Accord Plug-In,46
2013,Orange,PHEV,Toyota,Prius Plug-in Hybrid,887
2013,Orange,Hydrogen,HONDA,FCX Clarity,2
2013,Out Of State,Electric,FIAT,500e,5
2013,Out Of State,Electric,HONDA,Fit EV,1
2013,Out Of State,Electric,Mitsubishi,i-MiEV,49
2013,Out Of State,Electric,NISSAN,LEAF,49
2013,Out Of State,Electric,Smart,fortwo electric drive,5
2013,Out Of State,Electric,TESLA,Model S,22
2013,Out Of State,Electric,TESLA,ROADSTER,1
2013,Out Of State,Electric,Toyota,RAV4 EV,6
2013,Out Of State,PHEV,CHEVROLET,VOLT,104
2013,Out Of State,PHEV,FORD,C-MAX Energi,114
2013,Out Of State,PHEV,FORD,Fusion Energi,1
2013,Out Of State,PHEV,HONDA,Accord Plug-In,1
2013,Out Of State,PHEV,Toyota,Prius Plug-in Hybrid,25
2013,Placer,Electric,CHEVROLET,Spark EV,2
2013,Placer,Electric,FIAT,500e,19
2013,Placer,Electric,FORD,Focus,9
2013,Placer,Electric,HONDA,Fit EV,3
2013,Placer,Electric,NISSAN,LEAF,76
2013,Placer,Electric,Smart,fortwo electric drive,4
2013,Placer,Electric,TESLA,Model S,48
2013,Placer,Electric,Toyota,RAV4 EV,8
2013,Placer,PHEV,CHEVROLET,VOLT,61
2013,Placer,PHEV,FORD,C-MAX Energi,18
2013,Placer,PHEV,FORD,Fusion Energi,20
2013,Placer,PHEV,HONDA,Accord Plug-In,2
2013,Placer,PHEV,Toyota,Prius Plug-in Hybrid,34
2013,Plumas,Electric,CHEVROLET,Spark EV,1
2013,Plumas,Electric,Toyota,RAV4 EV,1
2013,Riverside,Electric,CHEVROLET,Spark EV,13
2013,Riverside,Electric,FIAT,500e,24
2013,Riverside,Electric,FORD,Focus,15
2013,Riverside,Electric,HONDA,Fit EV,14
2013,Riverside,Electric,NISSAN,LEAF,151
2013,Riverside,Electric,Smart,fortwo electric drive,11
2013,Riverside,Electric,TESLA,Model S,88
2013,Riverside,Electric,Toyota,RAV4 EV,14
2013,Riverside,PHEV,CHEVROLET,VOLT,278
2013,Riverside,PHEV,FORD,C-MAX Energi,83
2013,Riverside,PHEV,FORD,Fusion Energi,90
2013,Riverside,PHEV,HONDA,Accord Plug-In,7
2013,Riverside,PHEV,Toyota,Prius Plug-in Hybrid,176
2013,Sacramento,Electric,CHEVROLET,Spark EV,5
2013,Sacramento,Electric,FIAT,500e,23
2013,Sacramento,Electric,FORD,Focus,45
2013,Sacramento,Electric,HONDA,Fit EV,8
2013,Sacramento,Electric,Mitsubishi,i-MiEV,2
2013,Sacramento,Electric,NISSAN,LEAF,235
2013,Sacramento,Electric,Smart,fortwo electric drive,11
2013,Sacramento,Electric,TESLA,Model S,81
2013,Sacramento,Electric,Toyota,RAV4 EV,20
2013,Sacramento,PHEV,CHEVROLET,VOLT,153
2013,Sacramento,PHEV,FORD,C-MAX Energi,60
2013,Sacramento,PHEV,FORD,Fusion Energi,51
2013,Sacramento,PHEV,HONDA,Accord Plug-In,3
2013,Sacramento,PHEV,Toyota,Prius Plug-in Hybrid,104
2013,San Benito,Electric,FORD,Focus,1
2013,San Benito,Electric,HONDA,Fit EV,1
2013,San Benito,Electric,NISSAN,LEAF,1
2013,San Benito,Electric,TESLA,Model S,4
2013,San Benito,PHEV,CHEVROLET,VOLT,6
2013,San Benito,PHEV,FORD,C-MAX Energi,3
2013,San Benito,PHEV,FORD,Fusion Energi,6
2013,San Benito,PHEV,Toyota,Prius Plug-in Hybrid,6
2013,San Bernardino,Electric,CHEVROLET,Spark EV,9
2013,San Bernardino,Electric,FIAT,500e,26
2013,San Bernardino,Electric,FORD,Focus,5
2013,San Bernardino,Electric,HONDA,Fit EV,6
2013,San Bernardino,Electric,NISSAN,LEAF,142
2013,San Bernardino,Electric,Smart,fortwo electric drive,14
2013,San Bernardino,Electric,TESLA,Model S,74
2013,San Bernardino,Electric,Toyota,RAV4 EV,23
2013,San Bernardino,PHEV,CHEVROLET,VOLT,240
2013,San Bernardino,PHEV,FORD,C-MAX Energi,41
2013,San Bernardino,PHEV,FORD,Fusion Energi,54
2013,San Bernardino,PHEV,HONDA,Accord Plug-In,9
2013,San Bernardino,PHEV,Toyota,Prius Plug-in Hybrid,131
2013,San Diego,Electric,BMW,ActiveE,1
2013,San Diego,Electric,CHEVROLET,Spark EV,39
2013,San Diego,Electric,FIAT,500e,136
2013,San Diego,Electric,FORD,Focus,81
2013,San Diego,Electric,HONDA,Fit EV,22
2013,San Diego,Electric,Mitsubishi,i-MiEV,4
2013,San Diego,Electric,NISSAN,LEAF,550
2013,San Diego,Electric,Smart,fortwo electric drive,46
2013,San Diego,Electric,TESLA,Model S,734
2013,San Diego,Electric,Toyota,RAV4 EV,84
2013,San Diego,PHEV,CHEVROLET,VOLT,461
2013,San Diego,PHEV,FORD,C-MAX Energi,229
2013,San Diego,PHEV,FORD,Fusion Energi,180
2013,San Diego,PHEV,HONDA,Accord Plug-In,17
2013,San Diego,PHEV,Porsche,Panamera,1
2013,San Diego,PHEV,Toyota,Prius Plug-in Hybrid,292
2013,San Francisco,Electric,BMW,ActiveE,1
2013,San Francisco,Electric,CHEVROLET,Spark EV,5
2013,San Francisco,Electric,FIAT,500e,71
2013,San Francisco,Electric,FORD,Focus,10
2013,San Francisco,Electric,HONDA,Fit EV,13
2013,San Francisco,Electric,NISSAN,LEAF,134
2013,San Francisco,Electric,Smart,fortwo electric drive,51
2013,San Francisco,Electric,TESLA,Model S,275
2013,San Francisco,Electric,Toyota,RAV4 EV,21
2013,San Francisco,PHEV,CHEVROLET,VOLT,123
2013,San Francisco,PHEV,Fisker,Karma,2
2013,San Francisco,PHEV,FORD,C-MAX Energi,95
2013,San Francisco,PHEV,FORD,Fusion Energi,27
2013,San Francisco,PHEV,HONDA,Accord Plug-In,1
2013,San Francisco,PHEV,Toyota,Prius Plug-in Hybrid,108
2013,San Joaquin,Electric,FIAT,500e,2
2013,San Joaquin,Electric,FORD,Focus,4
2013,San Joaquin,Electric,HONDA,Fit EV,4
2013,San Joaquin,Electric,NISSAN,LEAF,51
2013,San Joaquin,Electric,Smart,fortwo electric drive,4
2013,San Joaquin,Electric,TESLA,Model S,28
2013,San Joaquin,Electric,Toyota,RAV4 EV,4
2013,San Joaquin,PHEV,CHEVROLET,VOLT,31
2013,San Joaquin,PHEV,FORD,C-MAX Energi,13
2013,San Joaquin,PHEV,FORD,Fusion Energi,16
2013,San Joaquin,PHEV,HONDA,Accord Plug-In,1
2013,San Joaquin,PHEV,Toyota,Prius Plug-in Hybrid,18
2013,San Luis Obispo,Electric,CHEVROLET,Spark EV,2
2013,San Luis Obispo,Electric,FIAT,500e,17
2013,San Luis Obispo,Electric,FORD,Focus,3
2013,San Luis Obispo,Electric,HONDA,Fit EV,4
2013,San Luis Obispo,Electric,NISSAN,LEAF,43
2013,San Luis Obispo,Electric,Smart,fortwo electric drive,3
2013,San Luis Obispo,Electric,TESLA,Model S,38
2013,San Luis Obispo,Electric,Toyota,RAV4 EV,6
2013,San Luis Obispo,PHEV,CHEVROLET,VOLT,14
2013,San Luis Obispo,PHEV,FORD,C-MAX Energi,17
2013,San Luis Obispo,PHEV,FORD,Fusion Energi,5
2013,San Luis Obispo,PHEV,HONDA,Accord Plug-In,1
2013,San Luis Obispo,PHEV,Toyota,Prius Plug-in Hybrid,7
2013,San Mateo,Electric,CHEVROLET,Spark EV,37
2013,San Mateo,Electric,FIAT,500e,56
2013,San Mateo,Electric,FORD,Focus,24
2013,San Mateo,Electric,HONDA,Fit EV,15
2013,San Mateo,Electric,Mitsubishi,i-MiEV,1
2013,San Mateo,Electric,NISSAN,LEAF,426
2013,San Mateo,Electric,Smart,fortwo electric drive,17
2013,San Mateo,Electric,TESLA,Model S,680
2013,San Mateo,Electric,TESLA,ROADSTER,2
2013,San Mateo,Electric,Toyota,RAV4 EV,52
2013,San Mateo,PHEV,CHEVROLET,VOLT,232
2013,San Mateo,PHEV,Fisker,Karma,2
2013,San Mateo,PHEV,FORD,C-MAX Energi,78
2013,San Mateo,PHEV,FORD,Fusion Energi,74
2013,San Mateo,PHEV,HONDA,Accord Plug-In,6
2013,San Mateo,PHEV,Toyota,Prius Plug-in Hybrid,136
2013,Santa Barbara,Electric,CHEVROLET,Spark EV,1
2013,Santa Barbara,Electric,FIAT,500e,12
2013,Santa Barbara,Electric,FORD,Focus,3
2013,Santa Barbara,Electric,HONDA,Fit EV,5
2013,Santa Barbara,Electric,NISSAN,LEAF,52
2013,Santa Barbara,Electric,Smart,fortwo electric drive,4
2013,Santa Barbara,Electric,TESLA,Model S,83
2013,Santa Barbara,Electric,Toyota,RAV4 EV,9
2013,Santa Barbara,PHEV,CHEVROLET,VOLT,38
2013,Santa Barbara,PHEV,FORD,C-MAX Energi,11
2013,Santa Barbara,PHEV,FORD,Fusion Energi,10
2013,Santa Barbara,PHEV,HONDA,Accord Plug-In,3
2013,Santa Barbara,PHEV,Toyota,Prius Plug-in Hybrid,31
2013,Santa Clara,Electric,CHEVROLET,Spark EV,54
2013,Santa Clara,Electric,FIAT,500e,158
2013,Santa Clara,Electric,FORD,Focus,123
2013,Santa Clara,Electric,HONDA,Fit EV,27
2013,Santa Clara,Electric,Mitsubishi,i-MiEV,2
2013,Santa Clara,Electric,NISSAN,LEAF,1604
2013,Santa Clara,Electric,Smart,fortwo electric drive,32
2013,Santa Clara,Electric,TESLA,Model S,1588
2013,Santa Clara,Electric,TESLA,ROADSTER,1
2013,Santa Clara,Electric,Toyota,RAV4 EV,151
2013,Santa Clara,PHEV,CHEVROLET,VOLT,1056
2013,Santa Clara,PHEV,FORD,C-MAX Energi,322
2013,Santa Clara,PHEV,FORD,Fusion Energi,276
2013,Santa Clara,PHEV,HONDA,Accord Plug-In,25
2013,Santa Clara,PHEV,Toyota,Prius Plug-in Hybrid,521
2013,Santa Cruz,Electric,CHEVROLET,Spark EV,2
2013,Santa Cruz,Electric,FIAT,500e,11
2013,Santa Cruz,Electric,FORD,Focus,15
2013,Santa Cruz,Electric,NISSAN,LEAF,108
2013,Santa Cruz,Electric,TESLA,Model S,106
2013,Santa Cruz,Electric,Toyota,RAV4 EV,20
2013,Santa Cruz,PHEV,CHEVROLET,VOLT,60
2013,Santa Cruz,PHEV,FORD,C-MAX Energi,40
2013,Santa Cruz,PHEV,FORD,Fusion Energi,18
2013,Santa Cruz,PHEV,HONDA,Accord Plug-In,3
2013,Santa Cruz,PHEV,Toyota,Prius Plug-in Hybrid,40
2013,Shasta,Electric,NISSAN,LEAF,8
2013,Shasta,Electric,TESLA,Model S,3
2013,Shasta,PHEV,CHEVROLET,VOLT,5
2013,Shasta,PHEV,FORD,C-MAX Energi,4
2013,Shasta,PHEV,FORD,Fusion Energi,1
2013,Shasta,PHEV,Toyota,Prius Plug-in Hybrid,8
2013,Siskiyou,PHEV,CHEVROLET,VOLT,1
2013,Siskiyou,PHEV,FORD,C-MAX Energi,1
2013,Siskiyou,PHEV,Toyota,Prius Plug-in Hybrid,3
2013,Solano,Electric,CHEVROLET,Spark EV,2
2013,Solano,Electric,FIAT,500e,4
2013,Solano,Electric,FORD,Focus,1
2013,Solano,Electric,HONDA,Fit EV,1
2013,Solano,Electric,Mitsubishi,i-MiEV,1
2013,Solano,Electric,NISSAN,LEAF,50
2013,Solano,Electric,Smart,fortwo electric drive,2
2013,Solano,Electric,TESLA,Model S,22
2013,Solano,PHEV,CHEVROLET,VOLT,52
2013,Solano,PHEV,FORD,C-MAX Energi,27
2013,Solano,PHEV,FORD,Fusion Energi,24
2013,Solano,PHEV,HONDA,Accord Plug-In,3
2013,Solano,PHEV,Toyota,Prius Plug-in Hybrid,48
2013,Sonoma,Electric,CHEVROLET,Spark EV,4
2013,Sonoma,Electric,FIAT,500e,15
2013,Sonoma,Electric,FORD,Focus,8
2013,Sonoma,Electric,HONDA,Fit EV,6
2013,Sonoma,Electric,Mitsubishi,i-MiEV,1
2013,Sonoma,Electric,NISSAN,LEAF,167
2013,Sonoma,Electric,Smart,fortwo electric drive,7
2013,Sonoma,Electric,TESLA,Model S,90
2013,Sonoma,Electric,Toyota,RAV4 EV,14
2013,Sonoma,PHEV,CHEVROLET,VOLT,127
2013,Sonoma,PHEV,FORD,C-MAX Energi,31
2013,Sonoma,PHEV,FORD,Fusion Energi,24
2013,Sonoma,PHEV,HONDA,Accord Plug-In,4
2013,Sonoma,PHEV,Toyota,Prius Plug-in Hybrid,95
2013,Stanislaus,Electric,CHEVROLET,Spark EV,1
2013,Stanislaus,Electric,FIAT,500e,1
2013,Stanislaus,Electric,HONDA,Fit EV,2
2013,Stanislaus,Electric,NISSAN,LEAF,25
2013,Stanislaus,Electric,TESLA,Model S,5
2013,Stanislaus,PHEV,CHEVROLET,VOLT,17
2013,Stanislaus,PHEV,FORD,C-MAX Energi,5
2013,Stanislaus,PHEV,FORD,Fusion Energi,6
2013,Stanislaus,PHEV,HONDA,Accord Plug-In,1
2013,Stanislaus,PHEV,Toyota,Prius Plug-in Hybrid,11
2013,Sutter,Electric,NISSAN,LEAF,1
2013,Sutter,Electric,TESLA,Model S,1
2013,Sutter,PHEV,CHEVROLET,VOLT,1
2013,Sutter,PHEV,Toyota,Prius Plug-in Hybrid,3
2013,Tehama,Electric,NISSAN,LEAF,1
2013,Tehama,Electric,TESLA,Model S,1
2013,Tehama,PHEV,CHEVROLET,VOLT,1
2013,Tehama,PHEV,FORD,C-MAX Energi,1
2013,Tehama,PHEV,FORD,Fusion Energi,1
2013,Tehama,PHEV,Toyota,Prius Plug-in Hybrid,1
2013,Tulare,Electric,FIAT,500e,3
2013,Tulare,Electric,FORD,Focus,1
2013,Tulare,Electric,HONDA,Fit EV,1
2013,Tulare,Electric,NISSAN,LEAF,7
2013,Tulare,Electric,TESLA,Model S,7
2013,Tulare,PHEV,CHEVROLET,VOLT,3
2013,Tulare,PHEV,FORD,C-MAX Energi,1
2013,Tulare,PHEV,FORD,Fusion Energi,1
